Question,Choice1,Choice2,Choice3,Choice4
<BOS> <ALP> が <ALP> の 代理人 として <ALP> 所有 の 土地 について <ALP> と 売買 契約 を 締結 し 文 は しよ う と する 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<ALP> が <ALP> の 代理人 で ある こと を 知っ て い た 場合 <ALP> が <ALP> に対して 売買 契約 の 締結 を 誘引 し た とき は <ALP> は <ALP> に対して 損害 賠償 請求 権 を 主張 する こと が でき ない <EOS>,<ALP> が 委任 による 代理人 で ある 場合 <ALP> は 急病 の ため やむを得ない 事情 が あっ て も <ALP> の 承諾 が なけれ ば さらに <ALP> を 代理人 として 選任 し <ALP> の 代理 を し た とき は <ALP> の 代理人 として 当該 契約 を 解除 する こと が でき ない <EOS>,<ALP> が 無 権 代理人 で あっ て <ALP> の 死亡 により <ALP> が <ALP> とともに <ALP> を 共同 相続 し た 場合 <ALP> と <ALP> が 共同 で 無 権 代理 行為 の 追認 を 行わ ない 限り 当該 売買 契約 は <ALP> の 債務 不履行 を 理由 として 当該 契約 を 解除 する こと が でき ない <EOS>,<ALP> が <ALP> に対して 甲 土地 を <ALP> に 売却 し た 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない とき は <ALP> は <ALP> に対して 不法 行為 責任 を 負わ ない <EOS>
<BOS> 居住 用 建物 につき 期間 を <NUM> 年 と 定め て 賃貸借 契約 が 締結 さ れ た 場合 に関する 次 の 記述 の うち 借地 借家 法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,賃貸借 契約 期間 中 に 借地 権 の 存続 期間 が 満了 し た 場合 その 期間 内 に は 借地 借家 法 第 <NUM> 条 の <NUM> の 規定 により 終了 する <EOS>,本件 期間 は <NUM> 年 の 期間 を 定め て い ない 場合 <ALP> は 契約 を 更新 し た もの と みなさ れ 存続 期間 は <NUM> 年 と なる <EOS>,当事者 間 で 契約 締結 の 日 から <NUM> 年間 は 賃料 を 増額 し ない 旨 の 特約 を し た 場合 その 特約 は 有効 で ある <EOS>,土地 の 所有 者 が その 建物 を 取得 する 場合 に は <ALP> は 当該 建物 を 取得 する こと が できる <EOS>
<BOS> <ALP> が <ALP> の 委任 に 基づく 代理人 として <ALP> の 所有 する 宅地 を <ALP> に 売却 し た 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<ALP> が <ALP> の 代理人 で ある こと を 知っ て い た 場合 <ALP> が <ALP> に対して 善良 な 過失 が あっ た とき は <ALP> は <ALP> に対して 損害 賠償 請求 権 を 有する <EOS>,<ALP> が <ALP> 間 の 契約 を 適法 に 解除 し た 場合 <ALP> は <ALP> に対し 損害 賠償 の 請求 を する こと が でき ない <EOS>,<ALP> が <ALP> を 欺き 著しく 高く 売りつける 目的 で <ALP> が 所有 権 移転 登記 を 済ませ て い た 場合 <ALP> は <ALP> の 所有 権 を <ALP> に 対抗 する こと が でき ない <EOS>,<ALP> が <ALP> に対して 不法 行為 を し た 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない こと を <ALP> に 対抗 する こと が できる <EOS>
<BOS> <ALP> が <ALP> の 所有 地 を 建物 所有 目的 で 賃借 し 建物 を 建築 し た 場合 に関する 次 の 記述 の うち 借地 借家 法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<ALP> が <ALP> の 承諾 を 得 て 造作 を 付加 し た 場合 <ALP> は その 旨 の 登記 が なさ れ た とき は <ALP> は <ALP> の 承諾 を 得 なけれ ば <ALP> の 追認 が ない 限り <ALP> は <ALP> の 承諾 を 得 なけれ ば <ALP> は <ALP> に対して も <ALP> の 承諾 を 得 なけれ ば <ALP> の 追認 を 拒絶 する こと が できる <EOS>,<ALP> が 建物 を <ALP> に 譲渡 し て も <ALP> に 不利 と なる お それ が ない に も かかわら ず <ALP> が 承諾 を し ない とき は 裁判所 は <ALP> の 申 立て により その 土地 の 賃借 権 の 譲渡 について <ALP> の 承諾 に 代わる 許可 を 与える こと が できる <EOS>,<ALP> 間 の 借地 契約 が 満了 し た 場合 <ALP> は 建物 の 売買 契約 の 解除 を する こと が できる の に対し <ALP> は <ALP> の 承諾 が あっ て も これ を <ALP> に 返還 さ れ た とき は <ALP> は その 根 を 切り取る こと が できる <EOS>,<ALP> 間 の 賃貸借 契約 が 終了 し た 場合 <ALP> は <ALP> の 承諾 が ない 限り <ALP> は <ALP> の 意思 表示 を 行っ た 場合 でも <ALP> の 承諾 が なけれ ば <ALP> は <ALP> に対して 不法 行為 による 損害 を 賠償 する 責任 を 負う <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 宅地 建物 取引 業法 第 <NUM> 条 に 規定 する 重要 事項 について 説明 を する 場合 に関する 次 の 記述 の うち 同 法 の 規定 に 違反 し ない もの は どれ か <EOS>,<ALP> は 宅地 の 売買 の 媒介 を 行う 場合 <ALP> は 当該 建物 の 売買 契約 を 締結 する こと が でき ない <EOS>,<ALP> の 従業 者 で ある 取引 主任 者 <ALP> が 取引 主任 者 証 を 亡失 し た ため 取引 主任 者 証 の 交付 を 受け た こと を 理由 として 甲 県知事 から 登録 の 移転 を 行っ た <EOS>,<ALP> は 買主 <ALP> が 所有 する 宅地 について 売買 の 媒介 を する ため に 当該 宅地 の 売買 の 媒介 を 行う 場合 当該 宅地 が 急 傾斜地 の 崩壊 による 災害 の 防止 に関する 法律 第 <NUM> 条 に 規定 する 重要 事項 の 説明 を 省略 する こと が できる <EOS>,<ALP> は <ALP> から 媒介 の 依頼 を 受け た 宅地 建物 取引 業者 <ALP> に 販売 する 宅地 建物 取引 業者 <ALP> に 販売 する 契約 を 締結 し た 場合 当該 媒介 契約 の 締結 を し た 場合 当該 特約 は 有効 で ある <EOS>
<BOS> <ALP> 所有 の 土地 が <ALP> から <ALP> から <ALP> へ と 売り渡さ れ 移転 登記 も なさ れ て いる この 場合 民法 の 規定 及び 判例 に よれ ば 次 の 記述 の うち 正しい もの は どれ か <EOS>,<ALP> が <ALP> の 所有 権 を 移転 する こと が でき ない 場合 <ALP> は <ALP> の 承諾 を 得 て い た とき で あっ て も <ALP> は <ALP> に対して 当該 売買 契約 を 取り消す こと が でき ない <EOS>,<ALP> 間 の 売買 契約 が 公序良俗 に 反する 事項 を 目的 と する 場合 <ALP> は 当該 売買 契約 を 解除 する こと が できる <EOS>,<ALP> が <ALP> の 強迫 により <ALP> を 強迫 し て <ALP> に 売却 し た 場合 <ALP> は 甲地 の 所有 権 を <ALP> に 対抗 する こと が でき ない <EOS>,<ALP> が <ALP> の 承諾 を 得 て い た 場合 <ALP> は <ALP> の 意思 表示 の 無効 を 主張 する こと が できる <EOS>
<BOS> 建築 基準 法 の 確認 に関する 次 の 記述 の うち 正しい もの は どれ か ただし 都道府県 知事 が 都道府県 都市 計画 審議 会 の 意見 を 聴い て 指定 する 区域 について は 考慮 し ない もの と する <EOS>,建築 基準 法 第 <NUM> 条 第 <NUM> 項 の 規定 による 日影 規制 の 適用 を 受ける こと が ある <EOS>,都市 計画 区域 内 において は 地上 <NUM> 階 <NUM> 階 建て 延べ 面積 <NUM> ㎡ 高 さ <NUM> <ALP> の 木造 住宅 の 大 規模 な 模様替 を 行う 場合 建築 確認 を 受け なけれ ば なら ない <EOS>,鉄筋コンクリート 造 平家 建て 延べ 面積 <NUM> ㎡ の 料 理屈 を 倉庫 に 用途 変更 する 場合 建築 確認 を 受ける 必要 は ない <EOS>,都市 計画 区域 内 において 木造 平家 建て 延べ 面積 が <NUM> <ALP> の 住宅 を 新築 する 場合 原則 として 検査 済 証 の 交付 を 受け た 日 から <NUM> 年 を 経過 し た 日 以後 において は 当該 住宅 用 家屋 の 使用 を 受ける こと が でき ない <EOS>
<BOS> 独立 行政 法人 住宅 金融 支援 機構 以下 この間 において 機構 という の 業務 に関する 次 の 記述 の うち 独立 行政 法人 住宅 金融 支援 機構 法 の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,機構 は 災害 復興 建築 物 の 建設 等 に 必要 な 資金 の 貸 付け を 行う 場合 は その 住宅 の 建設 等 に 必要 な 資金 の 貸 付け を 行う こと が できる <EOS>,機構 は 災害 により 主として 住宅 部分 から なる 建築 物 が 滅失 し た 場合 に は 当該 住宅 の 購入 に 係る もの と する こと が できる <EOS>,機構 は 市街地 の 土地 の 合理 的 な 利用 に 寄与 する もの として 政令 で 定める 建築 物 で 相当 の 住宅 部分 を 有する もの の 建設 に 必要 な 資金 の 貸 付け を 行う <EOS>,機構 は 災害 予防 代替 建築 物 の 建設 に 必要 な 資金 の 貸 付け を 行う 場合 は 当該 住宅 の 建設 に 必要 な 資金 の 貸 付け を 行う <EOS>
<BOS> <ALP> が 死亡 し 相続 人 として 配偶 者 <ALP> 嫡出 子 <ALP> 非 嫡出 子 <ALP> が いる この 場合 に関する 次 の 記述 の うち 民法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<ALP> の 相続 財産 が <ALP> の <ALP> に対する 債権 が <ALP> の ため に <ALP> に 売却 し た 場合 <ALP> は <ALP> の 相続 人 と なる こと が できる <EOS>,<ALP> が 遺産 で ある 土地 を 第三者 <ALP> に 遺贈 し て い た 場合 その 遺贈 が 遺留分 を 侵害 する とき は 侵害 する 部分 につき 当然 に 無効 と なる <EOS>,<ALP> の 遺留分 は <ALP> の 財産 の <NUM> 分の <NUM> の 額 と なる <EOS>,<ALP> が <ALP> に 無断 で 甲 土地 を <ALP> に 売却 し た 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない とき は <ALP> は <ALP> に対して 不法 行為 を する こと が でき ない <EOS>
<BOS> <ALP> が 配偶 者 <ALP> と 子 <ALP> ・ <ALP> ・ <ALP> を 残し て 死亡 し た 場合 の 相続 に関する 次 の 記述 の うち 民法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<ALP> が 相続 開始 の 決定 を 受け た 場合 <ALP> は 相続 人 と なる こと が できる <EOS>,<ALP> が 生前 <ALP> の 著しい 非行 を 理由 に <ALP> を 廃除 し て い た 場合 <ALP> の 子 <ALP> も <ALP> の 遺産 を 代 襲 相続 する こと は でき ない <EOS>,<ALP> が <ALP> を 受取 人 と する 生命 保険 契約 を 締結 し て い た 場合 その 死亡 保険 金 は 相続 財産 に 含ま れる <EOS>,<ALP> が <ALP> に対して 不法 行為 を し た 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない こと を <ALP> に 対抗 する こと が できる <EOS>
<BOS> 特定 住宅 瑕疵 担保 責任 の 履行 の 確保 等 に関する 法律 以下 この間 において 法 という 及び 住宅 の 品質 確保 の 促進 等 に関する 法律 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,法 第 <NUM> 条 第 <NUM> 項 の 規定 により 計算 し た 者 は その 換地 の 日 から 起算 し て <NUM> 年 を 経過 し た 日 から <NUM> 週間 以内 に その 旨 を 都道府県 知事 に 届け出 なけれ ば なら ない <EOS>,新築 住宅 の 売買 契約 において は 売主 は 買主 に 引き渡し た 時 から <NUM> 年間 住宅 の 構造 耐力 上 主要 な 部分 等 の 隠れ た 瑕疵 について 担保 責任 を 負う <EOS>,新築 住宅 の 売買 契約 において は 宅地 建物 取引 業者 で ある 売主 は 宅地 建物 取引 業者 で ない 買主 が 宅地 建物 取引 業者 で ある 場合 は <ALP> 及び <ALP> に対して <NUM> 条 書面 を 交付 する 必要 は ない <EOS>,自ら 売主 として 新築 住宅 を 新築 する 場合 は 住宅 販売 瑕疵 担保 保証 金 の 供託 を し て いる 供託 所 の 所在地 等 について 記載 し た 書面 を 交付 し なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 宅地 建物 取引 業法 第 <NUM> 条 の 規定 に 基づき 重要 事項 の 説明 を 行う 場合 に関する 次 の 記述 の うち 誤っ て いる ものの 組合せ は どれ か <EOS>,<ALP> が 宅地 建物 取引 業者 で ない <ALP> と の 間 で 売買 契約 を 締結 し た 場合 <ALP> が 自宅 近く の 喫茶店 で 買受け の 申 込み を 行っ た とき は <ALP> は 当該 売買 契約 を 解除 する こと が できる <EOS>,<ALP> は 売主 <ALP> と 買主 <ALP> と の 間 における 建物 の 売買 の 媒介 を 行う 場合 天災 その他 不可抗力 による 損害 の 負担 を 定めよ う と する とき は その 内容 を <ALP> に対して 説明 し なけれ ば なら <EOS>,<ALP> は 売主 <ALP> と 買主 <ALP> と の 間 における 宅地 の 売買 の 媒介 を 行う 場合 当該 宅地 が 造成 に関する 工事 の 完了 前 の もの で ある とき は その 完了 時 における 形状 構造 並びに 当該 宅地 に 接する 道路 の 構造 及び 幅員 を <ALP> に対して 説明 し なけれ ば なら ない <EOS>,<ALP> は 宅地 建物 取引 士 証 を 亡失 し た ため に 取引 主任 者 証 の 交付 を 受け た 取引 主任 者 証 の 再 交付 を 申請 し た とき は その 旨 を 当該 宅地 建物 取引 士 証 を 破棄 し なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が その 業務 を 行う 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 する もの の 組合せ として 正しい もの は どれ か <EOS>,<ALP> は 宅地 の 売買 の 媒介 を 行う 場合 当該 建物 の 売買 の 媒介 を 行う 場合 当該 建物 の 売買 契約 が 成立 し た とき は その 旨 を 説明 し なけれ ば なら ない <EOS>,<ALP> は 自ら 売主 として 宅地 建物 取引 業者 で ない 買主 <ALP> と の 売買 契約 を 締結 する 際 に 手付 を 数 回 に 分割 し て 支払わ せる こと として 契約 を 締結 し た <EOS>,<ALP> は <ALP> の 事務所 で 物件 の 案内 を 受け た <ALP> に対して 電話 等 で 契約 を 締結 する ょう 勧誘 を 行い <ALP> が 契約 を 締結 する ょう 勧誘 を 行い <ALP> が 契約 を 締結 する こと が でき ない <EOS>,<ALP> は <ALP> から <ALP> 所有 の 宅地 の 売却 の 依頼 を 受け た <ALP> が <ALP> と の 間 で 売買 契約 を 締結 し た 場合 <ALP> は 当該 媒介 契約 を 締結 し た 場合 <ALP> は 当該 宅地 の 売買 契約 を 締結 し て も よい <EOS>
