Question,Choice
<BOS> 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 国土 交通 大臣 から 免許 を 受け た 宅地 建物 取引 業者 が 乙 県内 に ある 支店 において 宅地 建物 取引 業法 <NUM> 条 第 <NUM> 項 に 規定 する 証明 書 を 携帯 さ せる こと なく 従業 者 を 業務 に 従事 さ せ た 場合 乙 県知事 から 業務 停止 処分 を 受ける こと が ある <EOS>
<BOS> 防火 地域 又は 準 防火 地域 に関する 次 の 記述 の うち 建築 基準 法 の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 防火 地域 内 において 延べ 面積 が <NUM> ㎡ の 建築 物 を 建築 する 場合 に は その 階数 に かかわら ず 原則 として 耐火 建築 物 と し なけれ ば なら ない <EOS>
<BOS> <ALP> が <ALP> に <ALP> の 所有 する 甲地 を 建物 の 所有 を 目的 として 賃貸し <ALP> が 甲地 上 に 乙 建物 を 所有 し て いる 場合 に関する 次 の 記述 の うち 借地 借家 法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が 借地 権 の 当初 の 存続 期間 が 満了 する 前 に 現存 する 乙 建物 を 取り壊し <ALP> の 承諾 を 得 て 借地 権 の 残存 期間 を 超え て 存続 す べき 丙 建物 を 新た に 築造 し た 場合 <ALP> 間 で 借地 権 の 存続 期間 を <NUM> 年 と 定める こと は でき ない <EOS>
<BOS> 国土 利用 計画 法 第 <NUM> 条 の 届出 以下 この間 において 事後 届出 という に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 個人 <ALP> が 市街化区域 内 に 所在 する <NUM> ㎡ の 土地 を 所有 する 者 と その <NUM> / <NUM> の 共有 持分 を 取得 する ため の 売買 契約 を 締結 し た 場合 <ALP> は 事後 届出 を する 必要 は ない <EOS>
<BOS> 都市 計画 法 以下 この間 において 法 という に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 地区 計画 の 区域 の うち 開発 整備 促進 区 法 第 <NUM> 条 の <NUM> 第 <NUM> 項 第 <NUM> 号 に 規定 する 施設 の 配置 及び 規模 が 定め られ て いる もの が 定め られ て いる 区域 内 において 建築 物 の 建築 を 行お う と する 者 は 一定 の 場合 を 除き 都道府県 知事 の 許可 を 受け なけれ ば なら ない <EOS>
<BOS> <ALP> が 所有 し て いる 甲 土地 を 平 置き の 駐車 場 用地 として 利用 しよ う と する <ALP> に 貸す 場合 と 一時 使用 目的 で は なく 建物 所有 目的 を 有する <ALP> に 貸す 場合 と に関する 次 の 記述 の うち 民法 及び 借地 借家 法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> 間 の 土地 賃貸借 契約 の 期間 は <ALP> 間 で <NUM> 年 と 合意 すれ ば その とおり 有効 で ある の に対して <ALP> 間 の 土地 賃貸借 契約 の 期間 は <NUM> 年 が 上限 で ある <EOS>
<BOS> 宅地 造成 等 規制 法 以下 この間 において 法 という に関する 次 の 記述 の うち 正しい もの は どれ か なお この間 における 都道府県 知事 と は 地方 自治 法 に 基づく 指定 都市 中核 市 又は 特例 市 に あっ て は それぞれ 指定 都市 中核 市 又は 特例 市 の 長 を いう もの と する <EOS>,<BOS> 都道府県 知事 は 法 第 <NUM> 条 第 <NUM> 項 本文 の 許可 の 申請 が あっ た 場合 において は 遅滞 なく 許可 又は 不 許可 の 処分 を し なけれ ば なら ない ただし 不 許可 の 処分 を する 場合 に 限り 文書 を もっ て 当該 申請 者 に 通知 し なけれ ば なら ない <EOS>
<BOS> 担保 物権 に関する 次 の 記述 の うち 民法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 留置 権 は 動産 について も 不動産 について も 成立 する の に対し 先取 特権 は 動産 について は 成立 する が 不動産 について は 成立 し ない <EOS>
<BOS> 固定 資産 税 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 固定 資産 税 の 課税 標準 は 原則 として 固定 資産 の 価格 で ある が この 価格 と は 適正 な 時価 を いう もの と さ れ て おり 固定 資産 の 価格 の 具体 的 な 求め 方 について は 都道府県 知事 が 告示 し た 固定 資産 評価 基準 に 定め られ て いる <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> 甲 県知事 免許 が 売主 で ある 宅地 建物 取引 業者 <ALP> 甲 県知事 免許 から <NUM> 戸 の 分譲 マンション の 販売 代理 を 一括 し て 受け 当該 マンション の 所在 する 場所 以外 の 場所 に モデルルーム を 設け て 売買 契約 の 申 込み を 受ける 場合 宅地 建物 取引 業法 の 規定 に よれ ば 次 の 記述 の うち 誤っ て いる もの は どれ か なお 当該 マンション 及び モデルルーム は 甲 県内 に 所在 する もの と する <EOS>,<BOS> <ALP> は モデルルーム に 自己 の 標識 を 掲示 する 必要 が ある が <ALP> は その 必要 は ない <EOS>
<BOS> 国土 利用 計画 法 第 <NUM> 条 の 届出 以下 この間 において 事後 届出 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> <ALP> が 市街化区域 に 所在 する <NUM> ㎡ の 土地 を 分割 し て <NUM> ㎡ を <ALP> と 残り の <NUM> <ALP> を <ALP> と それぞれ 売買 契約 を 締結 し た 場合 <ALP> 及び <ALP> は 事後 届出 を 行わ なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 土 証 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 宅地 建物 取引 士 が 宅地 建物 取引 士 証 の 交付 を 受け た 後 <NUM> 月 以内 に 行わ れる 国土 交通 省令 で 定める 講習 を 受け なけれ ば 当該 宅地 建物 取引 士 の 登録 は その 効力 を 失う <EOS>
<BOS> 次 の 記述 の うち 宅地 建物 取引 業法 第 <NUM> 条 の <NUM> に 規定 する 媒介 契約 書面 の 記載 事項 で ある もの の 組合せ として 正しい もの は どれ か <EOS>,<BOS> 法令 上 の 制限 の 概要 <EOS>
<BOS> 甲 県知事 の 登録 を 受け て いる 取引 主任 者 <ALP> に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が 事務 の 禁止 の 処分 に 違反 し た こと を 理由 に 甲 県知事 から 登録 の 消 除 の 処分 を 受け た 場合 当該 処分 の <NUM> 年 後 に <ALP> が 転居 先 の 乙 県 で 宅地 建物 取引 主任 者 資格 試験 に 合格 し た とき は <ALP> は いつ でも 乙 県知事 の 登録 を 受ける こと が できる <EOS>
<BOS> <ALP> が <ALP> に対して 負う <NUM> 万 円 の 債務 について <ALP> が 連帯 保証 人 と なっ た 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> の <ALP> に対する 債権 の 消滅 時効 が 完成 し た 後 に <ALP> が 時効 利益 の 放棄 を し た 場合 <ALP> は <ALP> に対し 損害 賠償 を 請求 する こと が できる <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> 社 消費 税 課税 事業 者 は 売主 <ALP> から 土地 付 建物 の 売却 の 代理 の 依頼 を 受け 宅地 建物 取引 業者 <ALP> 社 消費 税 課税 事業 者 は 買主 <ALP> から 戸 建 住宅 の 購入 の 媒介 の 依頼 を 受け <ALP> と <ALP> の 間 で 売買 契約 を 成立 さ せ た この 場合 における 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 し ない もの は いくつ ある か なお 土地 付 建物 の 代金 は <NUM> 万 円 うち 土地 代金 は <NUM> 万 円 で 消費 税額 及び 地方 消費 税額 を 含む もの と する <EOS>,<BOS> <ALP> 社 は <ALP> から <NUM> 円 の 報酬 を 受領 し <ALP> 社 は <ALP> から <NUM> 円 の 報酬 を 受領 し た <EOS>
<BOS> 宅地 建物 取引 業法 に 規定 する 宅地 建物 取引 士 証 以下 この 問 において 宅 建 取引 士 証 という 従業 者 証明 書 従業 者 名簿 帳簿 及び 標識 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 宅地 建物 取引 業者 は その 事務所 ごと に 従業 者 名簿 を 備え 取引 の 関係 者 から 請求 が あっ た とき は 当該 名簿 を その 者 の 閲覧 に 供し なけれ ば なら ない が 当該 名簿 を 事務所 の パソコン の ハードディスク に 記録 し ディスプレイ の 画面 に 表示 する 方法 で 閲覧 に 供する こと も できる <EOS>
<BOS> 宅地 建物 取引 業者 が 区分 所有 建物 の 貸借 の 媒介 を 行う 場合 の 宅地 建物 取引 業法 第 <NUM> 条 に 規定 する 重要 事項 の 説明 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 当該 建物 について 建物 の 区分 所有 等 に関する 法律 第 <NUM> 条 第 <NUM> 項 に 規定 する 共用 部分 に関する 規約 の 定め が ある とき で あっ て も その 内容 を 説明 する 必要 は ない <EOS>
<BOS> 物権 の 消滅 に関する 次 の 記述 の うち 民法 の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> <ALP> が <ALP> 所有 地 に 第 一 順位 の 抵当 権 を 有し <ALP> が 第 二 順位 の 抵当 権 を 有する 場合 において <ALP> が <ALP> を 単独 で 相続 し た とき は <ALP> の 抵当 権 は 消滅 する <EOS>
<BOS> 建築 基準 法 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 特定 街 区内 の 建築 物 について は 道路 斜線 制限 隣地 斜線 制限 及び 北側 斜線 制限 は すべて 適用 さ れ ない <EOS>
<BOS> 固定 資産 税 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 納税 義務 者 又は その 同意 を 受け た 者 以外 の 者 は 固定 資産 課税 台帳 の 記載 事項 の 証明 書 の 交付 を 受ける こと は でき ない <EOS>
<BOS> 債権 の 譲渡 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 指名 債権 譲渡 の 予約 契約 を 締結 し この 予約 契約 締結 の 事実 を 確定 日付 の ある 証書 により 債務 者 に 通知 し て いれ ば 予約 の 完結 により なさ れる 債権 譲渡 の 効力 を 債務 者 以外 の 第三者 に 対抗 する こと が できる <EOS>
<BOS> 建物 の 構造 に関する 次 の 記述 の うち 不 適当 な もの は どれ か <EOS>,<BOS> 鉄骨 構造 の 特徴 は 自重 が 重く 耐火 被覆 し なく て も 耐火 構造 に する こと が できる <EOS>
<BOS> 固定 資産 税 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 住宅 用地 の うち 小規模 住宅 用地 に対して 課する 固定 資産 税 の 課税 標準 は 当該 小規模 住宅 用地 に 係る 固定 資産 税 の 課税 標準 と なる べき 価格 の <NUM> 分の <NUM> の 額 で ある <EOS>
<BOS> <ALP> に 雇用 さ れ て いる <ALP> が 勤務 中 に <ALP> 所有 の 乗用車 を 運転 し 営業 活動 の ため 顧客 <ALP> を 同乗 さ せ て いる 途中 で <ALP> が 運転 し て い た <ALP> 所有 の 乗用車 と 正面 衝突 し た なお 事故 について は <ALP> と <ALP> に 過失 が ある 場合 における 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 事故 によって 損害 を 受け た <ALP> は <ALP> と <ALP> に対して 損害 賠償 を 請求 する こと は できる が <ALP> に対して 損害 賠償 を 請求 する こと は でき ない <EOS>
<BOS> 独立 行政 法人 住宅 金融 支援 機構 以下 この間 において 機構 という に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 災害 により 専ら 商業 の 用 に 供する 建築 物 が 滅失 し た 場合 機構 は これ に 代わる べき 建築 物 の 建設 若しくは 購入 に 必要 な 資金 の 貸 付け を 行う こと が できる <EOS>
<BOS> 借地 借家 法 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 契約 の 更新 の 後 において 借地 権 者 が 残存 期間 を 超え て 存続 す べき 建物 を 新た に 築造 する こと につき やむを得ない 事情 が ある に も かかわら ず 借地 権 設定 者 が その 建物 の 築造 を 承諾 し ない とき は 所定 の 場合 を 除き 裁判所 は 借地 権 者 の 申 立て により 借地 権 設定 者 の 承諾 に 代わる 許可 を 与える こと が できる <EOS>
<BOS> 都市 計画 法 の 開発 許可 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 市街 化 調整 区域 内 において 行う 開発 行為 で その 規模 が <NUM> ㎡ 未満 の 場合 は 開発 許可 を 受ける 必要 は ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> 消費 税 課税 事業 者 が 受領 する 報酬 等 に関する 次 の 記述 の <NUM> うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が 店舗 兼用 住宅 の 賃貸借 の 媒介 を 行っ た 場合 に 依頼 者 の 一方 から 受け取る こと が できる 報酬 額 は 当該 媒介 の 依頼 を 受ける に当たって 当該 依頼 者 の 承諾 を 得 て いる とき を 除き 借 賃 の <NUM> 月 分 の <NUM> 倍 に 相当 する 金額 以内 で なけれ ば なら ない <EOS>
